observed_at,rain_mm,rain_forecast,temperature_c,temperature_forecast,event_intensity
2026-07-26 00:00:00-05:00,0.0,0.9242723712944215,9.470217781750636,8.493011464985416,0.0
2026-07-26 00:15:00-05:00,0.0,0.2781616983414931,10.204493832339667,8.760328551913735,0.0
2026-07-26 00:30:00-05:00,0.0,0.753630054561592,8.017059076144005,9.171720104592572,0.0
2026-07-26 00:45:00-05:00,0.0,0.0,9.581442211506971,11.03015863654121,0.0
2026-07-26 01:00:00-05:00,0.0,0.0,8.650570136639693,7.99188362134838,0.0
2026-07-26 01:15:00-05:00,1.3056267049975538,1.1371598823341382,8.642244016360252,10.068575866045641,0.0
2026-07-26 01:30:00-05:00,1.070613898097994,1.0366643816692922,8.056535093682673,7.591375656958929,0.0
2026-07-26 01:45:00-05:00,0.8779033964403551,0.27612994708274474,9.287823702569574,9.751945169373046,0.0
2026-07-26 02:00:00-05:00,0.7198807850810911,0.41573397357359165,9.06221309597553,8.293215876978696,0.0
2026-07-26 02:15:00-05:00,0.5903022437664946,0.2613178706022455,9.28573461450023,9.512007438481573,0.0
2026-07-26 02:30:00-05:00,0.48404783988852557,0.9989367630747192,8.157053178085452,7.942080741459233,0.0
2026-07-26 02:45:00-05:00,0.3969192287085909,0.16697732821709205,8.788259214850884,9.320492035789893,0.0
2026-07-26 03:00:00-05:00,0.3254737675410445,0.32393409056485273,7.890049739051205,8.967485161560614,0.0
2026-07-26 03:15:00-05:00,0.2668884893836565,0.0,9.679066726265642,10.973674045880456,0.0
2026-07-26 03:30:00-05:00,0.21884856129459831,0.13563353254608185,9.534352308809991,8.90919376265912,0.0
2026-07-26 03:45:00-05:00,0.17945582026157061,0.0,9.554328732589878,9.625342836033877,0.0
2026-07-26 04:00:00-05:00,0.1471537726144879,0.7855605285963043,9.482272627717872,9.169642873690002,0.0
2026-07-26 04:15:00-05:00,0.12066609354388007,0.0,10.247058404326285,10.299792413629202,0.0
2026-07-26 04:30:00-05:00,0.09894619670598165,0.5517702232769652,10.59310705182232,10.550100559061738,0.0
2026-07-26 04:45:00-05:00,0.08113588129890495,0.0,9.204745189506136,8.96380747162528,0.0
2026-07-26 05:00:00-05:00,0.06653142266510205,0.0,11.026277386012739,10.329976678367554,0.0
2026-07-26 05:15:00-05:00,0.05455576658538368,0.3602609624891498,10.164703728443705,9.898155955420062,0.0
2026-07-26 05:30:00-05:00,0.04473572860001461,0.6045769488658355,11.232385523515298,11.16540808216018,0.0
2026-07-26 05:45:00-05:00,1.8507882202651689,2.048495591612866,11.82242698278343,10.078391363983885,0.0
2026-07-26 06:00:00-05:00,1.5176463406174383,1.6135992711014007,11.690345641076002,11.605417050839192,0.0
2026-07-26 06:15:00-05:00,1.511188288558312,0.7135757946043759,12.269290310344752,12.649048679732937,0.0
2026-07-26 06:30:00-05:00,1.239174396617816,1.62302505597239,12.591614920662538,13.092589120834454,0.0
2026-07-26 06:45:00-05:00,1.016123005226609,1.7447917824018084,12.790820106365722,13.255135706337146,0.0
2026-07-26 07:00:00-05:00,0.8332208642858193,0.40175454566182683,13.140076216079768,12.61269919803164,0.0
2026-07-26 07:15:00-05:00,0.9071873260994275,0.9507471948188302,11.469528849928412,11.412547757104807,0.0
2026-07-26 07:30:00-05:00,0.7438936074015305,1.0299304246988563,13.02520996981011,13.85275560053375,0.0
2026-07-26 07:45:00-05:00,0.609992758069255,0.4079445026860179,13.414474800338672,14.15697914773682,0.0
2026-07-26 08:00:00-05:00,0.500194061616789,0.6863253820085312,15.465536062060087,15.741393524103689,0.0
2026-07-26 08:15:00-05:00,0.41015913052576697,0.11234708759569634,14.679874998692437,15.10738880936353,0.0
2026-07-26 08:30:00-05:00,0.3363304870311289,0.8083341819774543,14.18070886286289,14.581145957384088,0.0
2026-07-26 08:45:00-05:00,0.27579099936552565,0.5138003444510602,16.47625311506968,15.781133729045452,0.0
2026-07-26 09:00:00-05:00,0.22614861947973103,0.3905250685096357,16.337681477168307,15.898927979276532,0.0
2026-07-26 09:15:00-05:00,0.18544186797337944,0.9149936204617775,15.840748515112168,15.986929228634514,0.0
2026-07-26 09:30:00-05:00,1.348355343517628,1.5042179406311376,17.085587595753292,16.711613033920617,0.0
